movieId,title,genres,times_rated,mean_rating,title_words
42002,"Producers, The (2005)",Comedy Musical,9,3.388888888888889,"Producers, The"
42004,Transamerica (2005),Adventure Comedy Drama,6,3.5,Transamerica
42007,Rumor Has It... (2005),Comedy Drama Romance,3,2.8333333333333335,Rumor Has It...
42009,Cheaper by the Dozen 2 (2005),Adventure Comedy,4,1.875,Cheaper by the Dozen 2
42011,Fun with Dick and Jane (2005),Comedy Crime,11,2.1818181818181817,Fun with Dick and Jane
42013,"Ringer, The (2005)",Comedy,4,2.75,"Ringer, The"
42015,Casanova (2005),Action Adventure Comedy Drama Romance,3,3.0,Casanova
42018,Mrs. Henderson Presents (2005),Comedy Drama,2,2.0,Mrs. Henderson Presents
42176,"Ear, The (Ucho) (1970)",Drama Thriller,1,4.0,"Ear, The (Ucho)"
42191,Luxo Jr. (1986),Animation Children,2,3.75,Luxo Jr.
42285,"Dentist, The (1996)",Horror Thriller,1,3.0,"Dentist, The"
42418,"New World, The (2005)",Adventure Drama Romance,5,3.2,"New World, The"
42422,Voices of a Distant Star (Hoshi no koe) (2003),Animation Drama Romance Sci-Fi,1,4.5,Voices of a Distant Star (Hoshi no koe)
42556,7 Faces of Dr. Lao (1964),Fantasy Mystery Western,1,5.0,7 Faces of Dr. Lao
42559,Samurai Assassin (Samurai) (1965),Action Adventure Drama,1,3.0,Samurai Assassin (Samurai)
42602,"Boys of Baraka, The (2005)",Documentary,1,3.5,"Boys of Baraka, The"
42632,Lady Vengeance (Sympathy for Lady Vengeance) (Chinjeolhan geumjassi) (2005),Crime Drama Mystery Thriller,5,4.0,Lady Vengeance (Sympathy for Lady Vengeance) (Chinjeolhan geumjassi)
42638,Grand Theft Parsons (2003),Comedy Drama,1,2.5,Grand Theft Parsons
42718,District 13 (Banlieue 13) (2004),Action Crime Sci-Fi,5,3.8,District 13 (Banlieue 13)
42723,Hostel (2005),Horror,11,2.8636363636363638,Hostel
42725,Grandma's Boy (2006),Comedy,7,2.5714285714285716,Grandma's Boy
42728,Tristan & Isolde (2006),Drama Romance,5,3.6,Tristan & Isolde
42730,Glory Road (2006),Drama,2,3.75,Glory Road
42732,Last Holiday (2006),Comedy,3,3.5,Last Holiday
42734,Hoodwinked! (2005),Animation Children Comedy,4,3.25,Hoodwinked!
42738,Underworld: Evolution (2006),Action Fantasy Horror,16,3.09375,Underworld: Evolution
42740,Looking for Comedy in the Muslim World (2005),Comedy,1,3.5,Looking for Comedy in the Muslim World
42761,Casper Meets Wendy (1998),Adventure Children Comedy Fantasy,1,4.5,Casper Meets Wendy
42943,Revolution (1985),Adventure Drama War,1,2.5,Revolution
42946,Project A ('A' gai waak) (1983),Action Comedy,2,4.0,Project A ('A' gai waak)
43289,"Bird People in China, The (Chûgoku no chôjin) (1998)",Adventure Comedy Drama Fantasy,1,4.0,"Bird People in China, The (Chûgoku no chôjin)"
43333,Water (2005),Drama Romance,1,3.5,Water
43376,Sophie Scholl: The Final Days (Sophie Scholl - Die letzten Tage) (2005),Drama War,4,4.625,Sophie Scholl: The Final Days (Sophie Scholl - Die letzten Tage)
43396,"World's Fastest Indian, The (2005)",Drama,7,3.7857142857142856,"World's Fastest Indian, The"
43419,Bandidas (2006),Action Comedy Crime Western,1,1.0,Bandidas
43460,Tristram Shandy: A Cock and Bull Story (2005),Comedy Drama,3,3.3333333333333335,Tristram Shandy: A Cock and Bull Story
43549,Helter Skelter (2004),Action Crime Drama Horror,1,3.5,Helter Skelter
43556,Annapolis (2006),Drama,2,2.75,Annapolis
43558,Big Momma's House 2 (2006),Action Comedy Crime,1,2.0,Big Momma's House 2
43560,Nanny McPhee (2005),Children Comedy Fantasy,6,3.1666666666666665,Nanny McPhee
43677,"Tuskegee Airmen, The (1995)",Drama War,1,2.0,"Tuskegee Airmen, The"
43679,Final Destination 3 (2006),Horror Mystery Thriller,9,2.8333333333333335,Final Destination 3
43684,Something New (2006),Comedy Drama Romance,1,4.5,Something New
43708,Block Party (a.k.a. Dave Chappelle's Block Party) (2005),Comedy Documentary,3,3.1666666666666665,Block Party (a.k.a. Dave Chappelle's Block Party)
43744,Imagine Me & You (2005),Comedy Drama Romance,1,3.5,Imagine Me & You
43836,"Pink Panther, The (2006)",Adventure Comedy Crime,7,2.857142857142857,"Pink Panther, The"
43869,Curious George (2006),Adventure Animation Children Comedy,2,3.5,Curious George
43871,Firewall (2006),Crime Drama Thriller,8,2.75,Firewall
43904,When a Stranger Calls (2006),Horror Thriller,5,1.3,When a Stranger Calls
43908,London (2005),Drama,1,3.0,London
43912,Freedomland (2006),Crime Drama,1,2.0,Freedomland
43914,Winter Passing (2005),Drama,1,4.0,Winter Passing
43917,Eight Below (2006),Action Adventure Drama Romance,4,3.0,Eight Below
43919,Date Movie (2006),Comedy Romance,3,0.8333333333333334,Date Movie
43921,Running Scared (2006),Action Crime Thriller,5,3.3,Running Scared
43928,Ultraviolet (2006),Action Fantasy Sci-Fi Thriller,13,1.9230769230769231,Ultraviolet
43930,Just My Luck (2006),Comedy Romance,1,3.0,Just My Luck
43932,Pulse (2006),Action Drama Fantasy Horror Mystery Sci-Fi Thriller,2,1.75,Pulse
43936,16 Blocks (2006),Crime Thriller,9,3.0,16 Blocks
44004,Failure to Launch (2006),Comedy Romance,6,3.25,Failure to Launch
44020,Ultimate Avengers (2006),Action Animation Children Sci-Fi,2,2.75,Ultimate Avengers
44022,Ice Age 2: The Meltdown (2006),Adventure Animation Children Comedy,23,3.217391304347826,Ice Age 2: The Meltdown
44189,Ask the Dust (2006),Drama Romance,1,4.0,Ask the Dust
44191,V for Vendetta (2006),Action Sci-Fi Thriller IMAX,100,3.885,V for Vendetta
44193,She's the Man (2006),Comedy Romance,6,3.75,She's the Man
44195,Thank You for Smoking (2006),Comedy Drama,36,4.027777777777778,Thank You for Smoking
44197,Find Me Guilty (2006),Comedy Crime Drama,1,3.0,Find Me Guilty
44199,Inside Man (2006),Crime Drama Thriller,40,3.8,Inside Man
44204,Tsotsi (2005),Crime Drama,4,3.25,Tsotsi
44225,Aquamarine (2006),Children Comedy Fantasy,2,2.0,Aquamarine
44238,Leprechaun 2 (1994),Comedy Fantasy Horror,1,2.5,Leprechaun 2
44241,Leprechaun 3 (1995),Comedy Fantasy Horror,1,2.0,Leprechaun 3
44243,Leprechaun 4: In Space (1997),Comedy Fantasy Horror Sci-Fi,1,0.5,Leprechaun 4: In Space
44301,Lights in the Dusk (Laitakaupungin valot) (2006),Crime Drama,1,3.5,Lights in the Dusk (Laitakaupungin valot)
44397,"Hills Have Eyes, The (2006)",Drama Horror Thriller,6,3.0833333333333335,"Hills Have Eyes, The"
44399,"Shaggy Dog, The (2006)",Adventure Children Comedy Fantasy,2,1.25,"Shaggy Dog, The"
44511,Unknown White Male (2005),Documentary,1,3.5,Unknown White Male
44555,"Lives of Others, The (Das leben der Anderen) (2006)",Drama Romance Thriller,34,4.117647058823529,"Lives of Others, The (Das leben der Anderen)"
44597,Youth of the Beast (Yaju no seishun) (1963),Action Crime Mystery,1,4.0,Youth of the Beast (Yaju no seishun)
44613,Take the Lead (2006),Drama,2,3.75,Take the Lead
44633,"Devil and Daniel Johnston, The (2005)",Documentary,1,4.5,"Devil and Daniel Johnston, The"
44657,Mouchette (1967),Drama,1,3.0,Mouchette
44665,Lucky Number Slevin (2006),Crime Drama Mystery,38,3.8552631578947367,Lucky Number Slevin
44694,Volver (2006),Comedy Drama,8,3.8125,Volver
44709,Akeelah and the Bee (2006),Drama,5,3.8,Akeelah and the Bee
44719,Brainstorm (2001),Drama,1,2.5,Brainstorm
44731,Stay Alive (2006),Horror Sci-Fi Thriller,3,1.3333333333333333,Stay Alive
44759,Basic Instinct 2 (2006),Crime Drama Mystery Thriller,3,2.1666666666666665,Basic Instinct 2
44761,Brick (2005),Crime Drama Film-Noir Mystery,12,3.875,Brick
44773,"Dead Hate the Living!, The (2000)",Comedy Horror,1,3.0,"Dead Hate the Living!, The"
44777,Evil Aliens (2005),Comedy Horror Sci-Fi,1,4.5,Evil Aliens
44788,This Film Is Not Yet Rated (2006),Documentary,6,3.5,This Film Is Not Yet Rated
44828,Slither (2006),Comedy Horror Sci-Fi,5,3.0,Slither
44840,"Benchwarmers, The (2006)",Comedy,11,2.772727272727273,"Benchwarmers, The"
44849,Renaissance (2006),Action Animation Film-Noir Sci-Fi Thriller,1,2.5,Renaissance
44851,Go for Zucker! (Alles auf Zucker!) (2004),Comedy,1,5.0,Go for Zucker! (Alles auf Zucker!)
44864,Friends with Money (2006),Comedy Drama Romance,4,3.25,Friends with Money
44889,Reefer Madness: The Movie Musical (2005),Comedy Drama Musical,2,4.75,Reefer Madness: The Movie Musical
44929,Candy (2006),Drama Romance,2,4.25,Candy
44931,Secrets of a Soul (Geheimnisse einer Seele) (1926),Drama,1,4.5,Secrets of a Soul (Geheimnisse einer Seele)
44937,"Child, The (L'enfant) (2005)",Crime Drama,1,4.0,"Child, The (L'enfant)"
44943,9/11 (2002),Documentary,1,5.0,9/11
44972,Scary Movie 4 (2006),Comedy Horror,12,2.25,Scary Movie 4
44974,Hard Candy (2005),Drama Thriller,12,3.5,Hard Candy
45028,"Prairie Home Companion, A (2006)",Comedy Drama Musical,6,3.6666666666666665,"Prairie Home Companion, A"
45062,"Sentinel, The (2006)",Crime Drama Thriller,2,2.75,"Sentinel, The"
45074,"Wild, The (2006)",Adventure Animation Children Comedy Fantasy,1,2.5,"Wild, The"
45081,Silent Hill (2006),Fantasy Horror Thriller,12,2.9583333333333335,Silent Hill
45106,American Dreamz (2006),Comedy Drama,1,3.0,American Dreamz
45175,Kinky Boots (2005),Comedy Drama,4,3.75,Kinky Boots
45183,"Protector, The (a.k.a. Warrior King) (Tom yum goong) (2005)",Action Comedy Crime Thriller,1,3.0,"Protector, The (a.k.a. Warrior King) (Tom yum goong)"
45186,Mission: Impossible III (2006),Action Adventure Thriller,28,3.5892857142857144,Mission: Impossible III
45208,RV (2006),Adventure Children Comedy,3,2.0,RV
45210,United 93 (2006),Crime Drama,7,4.142857142857143,United 93
45221,Stick It (2006),Comedy,6,2.5833333333333335,Stick It
45361,"American Haunting, An (2005)",Drama Horror Mystery Thriller,2,1.5,"American Haunting, An"
45382,Down in the Valley (2005),Drama Romance,2,3.25,Down in the Valley
45431,Over the Hedge (2006),Adventure Animation Children Comedy,14,3.4285714285714284,Over the Hedge
45440,Art School Confidential (2006),Comedy Drama,6,3.3333333333333335,Art School Confidential
45442,Poseidon (2006),Action Adventure Thriller IMAX,4,2.875,Poseidon
45447,"Da Vinci Code, The (2006)",Drama Mystery Thriller,49,3.122448979591837,"Da Vinci Code, The"
45499,X-Men: The Last Stand (2006),Action Sci-Fi Thriller,52,3.355769230769231,X-Men: The Last Stand
45501,"Break-Up, The (2006)",Comedy Drama Romance,11,2.590909090909091,"Break-Up, The"
45503,Peaceful Warrior (2006),Drama,1,5.0,Peaceful Warrior
45517,Cars (2006),Animation Children Comedy,41,3.3780487804878048,Cars
45635,"Notorious Bettie Page, The (2005)",Drama,2,3.0,"Notorious Bettie Page, The"
45648,Game 6 (2005),Comedy Drama,1,2.5,Game 6
45658,On a Clear Day (2005),Drama,1,2.0,On a Clear Day
45662,"Omen, The (2006)",Horror Thriller,5,2.3,"Omen, The"
45666,Nacho Libre (2006),Comedy,14,2.4642857142857144,Nacho Libre
45668,"Lake House, The (2006)",Drama Fantasy Romance,10,3.1,"Lake House, The"
45672,Click (2006),Adventure Comedy Drama Fantasy Romance,23,2.9782608695652173,Click
45720,"Devil Wears Prada, The (2006)",Comedy Drama,34,3.5588235294117645,"Devil Wears Prada, The"
45722,Pirates of the Caribbean: Dead Man's Chest (2006),Action Adventure Fantasy,72,3.5069444444444446,Pirates of the Caribbean: Dead Man's Chest
45726,"You, Me and Dupree (2006)",Comedy,6,2.1666666666666665,"You, Me and Dupree"
45728,Clerks II (2006),Comedy,13,3.8846153846153846,Clerks II
45730,Lady in the Water (2006),Drama Fantasy Mystery,9,2.8333333333333335,Lady in the Water
45732,My Super Ex-Girlfriend (2006),Comedy Fantasy Romance,6,1.5833333333333333,My Super Ex-Girlfriend
45880,Marie Antoinette (2006),Drama Romance,13,3.1923076923076925,Marie Antoinette
45928,Who Killed the Electric Car? (2006),Documentary,5,3.7,Who Killed the Electric Car?
45950,"Inconvenient Truth, An (2006)",Documentary,13,3.576923076923077,"Inconvenient Truth, An"
45969,Career Opportunities (1991),Comedy Romance,1,2.5,Career Opportunities
46062,High School Musical (2006),Children Comedy Drama Musical Romance,3,2.0,High School Musical
46105,I Am a Sex Addict (2005),Comedy Documentary Romance,1,4.5,I Am a Sex Addict
46231,Stoned (2005),Drama,1,2.0,Stoned
46322,Jet Li's Fearless (Huo Yuan Jia) (2006),Action Drama,8,3.125,Jet Li's Fearless (Huo Yuan Jia)
46335,"Fast and the Furious: Tokyo Drift, The (Fast and the Furious 3, The) (2006)",Action Crime Drama Thriller,11,2.090909090909091,"Fast and the Furious: Tokyo Drift, The (Fast and the Furious 3, The)"
46337,Garfield: A Tail of Two Kitties (2006),Animation Children Comedy,2,2.25,Garfield: A Tail of Two Kitties
46347,Metal: A Headbanger's Journey (2005),Documentary,2,4.0,Metal: A Headbanger's Journey
46367,"Public Eye, The (1992)",Crime Thriller,1,2.0,"Public Eye, The"
46530,Superman Returns (2006),Action Adventure Sci-Fi IMAX,25,3.08,Superman Returns
46559,"Road to Guantanamo, The (2006)",Drama War,1,3.5,"Road to Guantanamo, The"
46572,Edmond (2005),Drama Thriller,3,3.5,Edmond
46574,"OH in Ohio, The (2006)",Comedy,1,2.5,"OH in Ohio, The"
46578,Little Miss Sunshine (2006),Adventure Comedy Drama,77,3.883116883116883,Little Miss Sunshine
46664,"Fallen Idol, The (1948)",Drama Mystery Thriller,1,2.5,"Fallen Idol, The"
46723,Babel (2006),Drama Thriller,31,3.5,Babel
46772,Strangers with Candy (2005),Comedy,1,2.5,Strangers with Candy
46850,Wordplay (2006),Documentary,3,4.0,Wordplay
46855,Army of Shadows (L'armée des ombres) (1969),Action Drama Thriller War,1,4.5,Army of Shadows (L'armée des ombres)
46862,Orchestra Rehearsal (Prova d'orchestra) (1978),Drama,1,3.5,Orchestra Rehearsal (Prova d'orchestra)
46865,Little Man (2006),Comedy,1,1.0,Little Man
46948,Monster House (2006),Animation Children Fantasy Mystery,9,3.111111111111111,Monster House
46965,Snakes on a Plane (2006),Action Comedy Horror Thriller,14,2.642857142857143,Snakes on a Plane
46967,Scoop (2006),Comedy Fantasy Mystery,4,3.375,Scoop
46970,Talladega Nights: The Ballad of Ricky Bobby (2006),Action Comedy,28,3.25,Talladega Nights: The Ballad of Ricky Bobby
46972,Night at the Museum (2006),Action Comedy Fantasy IMAX,23,3.239130434782609,Night at the Museum
46974,World Trade Center (2006),Drama,6,2.6666666666666665,World Trade Center
46976,Stranger than Fiction (2006),Comedy Drama Fantasy Romance,44,3.6931818181818183,Stranger than Fiction
47044,Miami Vice (2006),Action Crime Drama Thriller,10,2.75,Miami Vice
47099,"Pursuit of Happyness, The (2006)",Drama,46,3.7934782608695654,"Pursuit of Happyness, The"
47122,John Tucker Must Die (2006),Comedy Romance,9,2.7222222222222223,John Tucker Must Die
47124,"Ant Bully, The (2006)",Adventure Animation Children Comedy Fantasy IMAX,2,3.25,"Ant Bully, The"
47200,Crank (2006),Action Thriller,14,3.4285714285714284,Crank
47202,"Secret Life of Words, The (2005)",Drama Romance,1,4.0,"Secret Life of Words, The"
47254,Chaos (2005),Action Crime Drama Thriller,1,3.5,Chaos
47261,"Night Listener, The (2006)",Fantasy Mystery Thriller,3,2.8333333333333335,"Night Listener, The"
47382,Step Up (2006),Drama Romance,4,3.5,Step Up
47384,Zoom (2006),Adventure Comedy Drama Fantasy,1,2.5,Zoom
47404,Mind Game (2004),Adventure Animation Comedy Fantasy Romance Sci-Fi,2,4.25,Mind Game
47423,Half Nelson (2006),Drama,5,4.0,Half Nelson
47446,"Moustache, La (2005)",Drama Mystery Thriller,1,3.5,"Moustache, La"
47465,Tideland (2005),Drama Fantasy Thriller,3,3.0,Tideland
47491,Adam's Apples (Adams æbler) (2005),Comedy Drama,3,4.166666666666667,Adam's Apples (Adams æbler)
47516,Material Girls (2006),Children Comedy Drama,1,2.0,Material Girls
47518,Accepted (2006),Comedy,14,2.9285714285714284,Accepted
47538,Crime Busters (1977),Action Adventure Comedy Crime,1,2.5,Crime Busters
47566,Born to Kill (1947),Crime Drama Film-Noir,1,4.0,Born to Kill
47610,"Illusionist, The (2006)",Drama Fantasy Mystery Romance,43,3.7790697674418605,"Illusionist, The"
47629,The Queen (2006),Drama,13,3.730769230769231,The Queen
47640,Beerfest (2006),Comedy,6,3.5,Beerfest
47644,Invincible (2006),Drama,7,3.0,Invincible
47646,Idlewild (2006),Crime Drama Musical,1,4.0,Idlewild
47721,"Red Balloon, The (Ballon rouge, Le) (1956)",Children Fantasy,1,3.5,"Red Balloon, The (Ballon rouge, Le)"
47725,Angel-A (2005),Comedy Drama Fantasy Romance,3,3.5,Angel-A
47736,"Chump at Oxford, A (1940)",Comedy,1,5.0,"Chump at Oxford, A"
47774,"Icicle Thief, The (Ladri di saponette) (1989)",Comedy Fantasy,1,3.0,"Icicle Thief, The (Ladri di saponette)"
47793,"Puffy Chair, The (2006)",Drama Romance,1,2.5,"Puffy Chair, The"
47810,"Wicker Man, The (2006)",Horror Mystery Thriller,4,1.0,"Wicker Man, The"
47894,"Wind That Shakes the Barley, The (2006)",Drama War,4,3.75,"Wind That Shakes the Barley, The"
47937,Severance (2006),Comedy Horror Thriller,1,3.0,Severance
47950,Hollywoodland (2006),Crime Drama Mystery Thriller,5,3.2,Hollywoodland
47952,"Covenant, The (2006)",Action Horror Thriller,1,3.0,"Covenant, The"
47970,"Last Kiss, The (2006)",Comedy Drama,3,3.8333333333333335,"Last Kiss, The"
47978,SherryBaby (2006),Drama,1,2.5,SherryBaby
47997,Idiocracy (2006),Adventure Comedy Sci-Fi Thriller,18,3.7222222222222223,Idiocracy
47999,Jesus Camp (2006),Documentary Drama,7,4.071428571428571,Jesus Camp
48001,"Bow, The (Hwal) (2005)",Drama Romance,1,4.0,"Bow, The (Hwal)"
48032,"Tiger and the Snow, The (La tigre e la neve) (2005)",Comedy Drama Romance War,1,4.0,"Tiger and the Snow, The (La tigre e la neve)"
48043,"Fountain, The (2006)",Drama Fantasy Romance,14,3.5,"Fountain, The"
48045,Fear City: A Family-Style Comedy (La cité de la peur) (1994),Comedy,1,4.0,Fear City: A Family-Style Comedy (La cité de la peur)
48082,"Science of Sleep, The (La science des rêves) (2006)",Comedy Drama Fantasy Romance,11,3.8636363636363638,"Science of Sleep, The (La science des rêves)"
48142,"Black Dahlia, The (2006)",Crime Drama Mystery Thriller,6,3.25,"Black Dahlia, The"
48150,"Woods, The (2006)",Horror,1,3.0,"Woods, The"
48161,Gridiron Gang (2006),Drama,2,3.0,Gridiron Gang
48214,Land of Plenty (Angst and Alienation in America) (2004),Drama,1,3.5,Land of Plenty (Angst and Alienation in America)
48262,"Bridge, The (2006)",Documentary,1,4.0,"Bridge, The"
48304,Apocalypto (2006),Adventure Drama Thriller,19,3.6052631578947367,Apocalypto
48319,Flyboys (2006),Action Adventure Drama War,1,2.0,Flyboys
48322,Jackass Number Two (2006),Comedy Documentary,7,3.5714285714285716,Jackass Number Two
48326,All the King's Men (2006),Drama,3,3.0,All the King's Men
48342,Conversations with Other Women (2005),Comedy Drama Romance,2,4.0,Conversations with Other Women
48385,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan (2006),Comedy,65,3.3461538461538463,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan
48394,"Pan's Labyrinth (Laberinto del fauno, El) (2006)",Drama Fantasy Thriller,81,3.814814814814815,"Pan's Labyrinth (Laberinto del fauno, El)"
48412,"Guardian, The (2006)",Action Adventure Drama,4,3.0,"Guardian, The"
48414,Open Season (2006),Adventure Animation Children Comedy IMAX,2,3.0,Open Season
48416,School for Scoundrels (2006),Comedy Crime,1,2.5,School for Scoundrels
48516,"Departed, The (2006)",Crime Drama Thriller,107,4.252336448598131,"Departed, The"
48518,"Texas Chainsaw Massacre: The Beginning, The (2006)",Horror Thriller,2,2.5,"Texas Chainsaw Massacre: The Beginning, The"
48520,Employee of the Month (2006),Comedy,6,2.8333333333333335,Employee of the Month
48560,Running With Scissors (2006),Comedy Drama,1,2.5,Running With Scissors
48593,Man of the Year (2006),Comedy Thriller,3,2.5,Man of the Year
48596,"Marine, The (2006)",Action Drama Thriller,2,2.75,"Marine, The"
48598,Infamous (2006),Drama,2,3.75,Infamous
48638,Fellini's Casanova (Il Casanova di Federico Fellini) (1976),Drama Romance,2,3.5,Fellini's Casanova (Il Casanova di Federico Fellini)
48649,Chapayev (1934),Drama War,1,4.5,Chapayev
48678,Feast (2005),Action Comedy Horror Thriller,2,2.75,Feast
48696,Little Children (2006),Drama Romance,4,3.875,Little Children
48698,Deliver Us from Evil (2006),Documentary,2,4.5,Deliver Us from Evil
48738,"Last King of Scotland, The (2006)",Drama Thriller,20,3.975,"Last King of Scotland, The"
48741,"U.S. vs. John Lennon, The (2006)",Documentary,1,4.0,"U.S. vs. John Lennon, The"
48744,Shortbus (2006),Comedy Drama Romance,3,4.0,Shortbus
48774,Children of Men (2006),Action Adventure Drama Sci-Fi Thriller,64,3.9453125,Children of Men
48780,"Prestige, The (2006)",Drama Mystery Sci-Fi Thriller,90,4.0055555555555555,"Prestige, The"
48783,Flags of Our Fathers (2006),Drama War,11,3.4545454545454546,Flags of Our Fathers
48872,13 Tzameti (2005),Film-Noir Thriller,1,4.5,13 Tzameti
48877,Saw III (2006),Crime Horror Thriller,11,3.0454545454545454,Saw III
48879,Catch a Fire (2006),Drama Thriller,2,3.25,Catch a Fire
48883,Death of a President (2006),Crime Drama Mystery Thriller,2,3.25,Death of a President
48982,Flushed Away (2006),Animation Comedy,7,3.5,Flushed Away
48997,Perfume: The Story of a Murderer (2006),Crime Drama Thriller,8,3.25,Perfume: The Story of a Murderer
49013,"Santa Clause 3: The Escape Clause, The (2006)",Comedy Fantasy,2,2.75,"Santa Clause 3: The Escape Clause, The"
49110,Mom and Dad Save the World (1992),Comedy Sci-Fi,1,2.0,Mom and Dad Save the World
49130,"Good Year, A (2006)",Comedy Drama Romance,3,3.6666666666666665,"Good Year, A"
49132,Shut Up & Sing (2006),Documentary,3,3.0,Shut Up & Sing
49220,For Your Consideration (2006),Comedy,4,2.375,For Your Consideration
49263,Fuck (2005),Comedy Documentary,1,3.0,Fuck
49265,Shooting Dogs (a.k.a. Beyond the Gates) (2005),Documentary Drama War,1,4.0,Shooting Dogs (a.k.a. Beyond the Gates)
49272,Casino Royale (2006),Action Adventure Thriller,81,3.9444444444444446,Casino Royale
49274,Happy Feet (2006),Adventure Animation Children Comedy IMAX,11,2.6818181818181817,Happy Feet
49276,Let's Go to Prison (2006),Comedy,3,1.3333333333333333,Let's Go to Prison
49278,Déjà Vu (Deja Vu) (2006),Action Sci-Fi Thriller,20,3.3,Déjà Vu (Deja Vu)
49280,Bobby (2006),Drama,3,3.8333333333333335,Bobby
49284,10 Items or Less (2006),Comedy Drama Romance,3,2.6666666666666665,10 Items or Less
49286,"Holiday, The (2006)",Comedy Romance,24,3.2083333333333335,"Holiday, The"
49314,Harsh Times (2006),Action Crime Drama,1,3.0,Harsh Times
49347,Fast Food Nation (2006),Drama,3,3.8333333333333335,Fast Food Nation
49389,The Great Train Robbery (1903),Crime Western,2,2.5,The Great Train Robbery
49396,Tenacious D in The Pick of Destiny (2006),Adventure Comedy Musical,9,3.4444444444444446,Tenacious D in The Pick of Destiny
49524,"Nativity Story, The (2006)",Drama,2,3.5,"Nativity Story, The"
49530,Blood Diamond (2006),Action Adventure Crime Drama Thriller War,53,3.7641509433962264,Blood Diamond
49647,Charlotte's Web (2006),Children Comedy Drama Fantasy,3,3.3333333333333335,Charlotte's Web
49649,Eragon (2006),Action Adventure Fantasy,12,2.3333333333333335,Eragon
49651,Rocky Balboa (2006),Action Drama,14,3.3214285714285716,Rocky Balboa
49666,Fur: An Imaginary Portrait of Diane Arbus (2006),Drama Fantasy Romance,1,3.0,Fur: An Imaginary Portrait of Diane Arbus
49688,"Dam Busters, The (1955)",Action Drama War,1,4.0,"Dam Busters, The"
49735,Another Gay Movie (2006),Comedy,1,3.5,Another Gay Movie
49772,"Painted Veil, The (2006)",Drama Romance,4,4.0,"Painted Veil, The"
49793,We Are Marshall (2006),Drama,2,3.75,We Are Marshall
49822,"Good Shepherd, The (2006)",Drama Thriller,7,3.142857142857143,"Good Shepherd, The"
49824,Dreamgirls (2006),Drama Musical,5,3.1,Dreamgirls
49910,Freedom Writers (2007),Drama,4,3.75,Freedom Writers
49917,When the Levees Broke: A Requiem in Four Acts (2006),Documentary,1,4.0,When the Levees Broke: A Requiem in Four Acts
49932,Inland Empire (2006),Drama Mystery Thriller,6,3.6666666666666665,Inland Empire
49957,"History Boys, The (2006)",Comedy Drama,2,3.0,"History Boys, The"
49961,Notes on a Scandal (2006),Drama,4,3.75,Notes on a Scandal
50003,DOA: Dead or Alive (2006),Action Adventure,2,2.0,DOA: Dead or Alive
50005,Curse of the Golden Flower (Man cheng jin dai huang jin jia) (2006),Action Drama,3,2.5,Curse of the Golden Flower (Man cheng jin dai huang jin jia)
50064,"Good German, The (2006)",Drama Mystery Thriller,1,3.0,"Good German, The"
50068,Letters from Iwo Jima (2006),Drama War,17,3.7058823529411766,Letters from Iwo Jima
50147,Black Christmas (2006),Action Horror Thriller,1,2.0,Black Christmas
50158,Stomp the Yard (2007),Drama Musical,2,2.5,Stomp the Yard
50160,Miss Potter (2006),Drama,2,3.75,Miss Potter
50189,American Pie Presents The Naked Mile (American Pie 5: The Naked Mile) (2006),Comedy Romance,3,1.1666666666666667,American Pie Presents The Naked Mile (American Pie 5: The Naked Mile)
50274,Venus (2006),Drama Romance,2,3.5,Venus
50354,The Return of Don Camillo (1953),Comedy,1,3.0,The Return of Don Camillo
50356,The Little World of Don Camillo (1952),Comedy,1,3.0,The Little World of Don Camillo
50440,Primeval (2007),Horror Thriller,1,2.0,Primeval
50442,Alpha Dog (2007),Crime Drama,8,3.125,Alpha Dog
50445,"Hitcher, The (2007)",Action Horror Thriller,2,2.5,"Hitcher, The"
50514,After the Wedding (Efter brylluppet) (2006),Drama,1,3.5,After the Wedding (Efter brylluppet)
50601,Bridge to Terabithia (2007),Adventure Children Fantasy,9,2.7777777777777777,Bridge to Terabithia
50610,Beer League (2006),Comedy,1,4.0,Beer League
50613,Dead Meat (2004),Horror,1,4.5,Dead Meat
50658,49 Up (2005),Documentary,2,4.0,49 Up
50685,Waitress (2007),Comedy Drama Romance,6,3.8333333333333335,Waitress
50740,Seven Up! (1964),Documentary,3,3.8333333333333335,Seven Up!
50792,Catch and Release (2006),Comedy Drama Romance,2,2.25,Catch and Release
50794,Smokin' Aces (2006),Action Crime Drama Thriller,10,3.1,Smokin' Aces
50796,Blood and Chocolate (2007),Drama Fantasy Horror Romance,2,2.0,Blood and Chocolate
50798,Epic Movie (2007),Adventure Comedy,4,1.125,Epic Movie
50800,"Messengers, The (2007)",Drama Horror Thriller,2,2.5,"Messengers, The"
50802,Because I Said So (2007),Comedy Drama Romance,3,3.0,Because I Said So
50804,Hannibal Rising (2007),Drama Horror Thriller,3,3.5,Hannibal Rising
50806,Norbit (2007),Comedy Romance,1,1.0,Norbit
50842,"Boss of It All, The (Direktøren for det hele) (2006)",Comedy Drama,2,4.5,"Boss of It All, The (Direktøren for det hele)"
50851,Cocaine Cowboys (2006),Documentary,2,4.5,Cocaine Cowboys
50872,Ratatouille (2007),Animation Children Drama,72,3.8680555555555554,Ratatouille
